Time	Sulfate(C2w)	Time	Sulfate(C2wo)	Time	Nitrate(C2w)	Time	Nitrate(C2wo)	Time	Ammonium(C2w)	Time	Ammonium(C2wo)	Time	Gly(C2w)	Time	Gly(C2wo)	Time	wC2(C2w)	Time	wC2(C2wo)	Time	C2(C2w)	Time	C2(C2wo)	Time	MGly(C2w)	Time	MGly(C2wo)	Time	Pyr(C2w)	Time	Pyr(C2wo)	Time	C3(C2w)	Time	C3(C2wo)
71.20861	50.95673	72.50417	13.81466	71.20861	26.93078	72.50417	23.76957	71.20861	26.42626	72.50417	10.89542	71.20861	522.43133	72.50417	0.57005	71.20861	357.84337	72.50417	87.24004	71.20861	96.96855	72.50417	85.17175	71.20861	62.02605	72.50417	0.01186	71.20861	125.67829	72.50417	35.46303	71.20861	164.65579	72.50417	100.75878
71.37528	51.28412	72.67083	13.82563	71.37528	27.02646	72.67083	23.83152	71.37528	26.5265	72.67083	10.91736	71.37528	517.03658	72.67083	0.57328	71.37528	369.8581	72.67083	87.48649	71.37528	97.05643	72.67083	85.15722	71.37528	62.3325	72.67083	0.01195	71.37528	124.4951	72.67083	35.21897	71.37528	164.67453	72.67083	100.82613
71.54194	51.43813	72.8375	13.8365	71.54194	27.12256	72.8375	23.89272	71.54194	26.6003	72.8375	10.93903	71.54194	510.42357	72.8375	0.57653	71.54194	381.70706	72.8375	87.73297	71.54194	97.08749	72.8375	85.15191	71.54194	62.643	72.8375	0.01204	71.54194	124.58573	72.8375	34.99038	71.54194	164.67701	72.8375	100.89286
71.70861	51.56967	73.00417	13.84735	71.70861	27.21884	73.00417	23.95329	71.70861	26.67139	73.00417	10.96052	71.70861	504.13391	73.00417	0.5798	71.70861	393.10022	73.00417	87.97919	71.70861	97.14548	73.00417	85.15593	71.70861	62.95396	73.00417	0.01212	71.70861	125.04407	73.00417	34.77625	71.70861	164.67863	73.00417	100.95917
71.87528	51.69635	73.17083	13.85809	71.87528	27.31563	73.17083	24.01307	71.87528	26.74195	73.17083	10.9818	71.87528	498.11536	73.17083	0.58309	71.87528	404.09112	73.17083	88.22539	71.87528	97.23542	73.17083	85.16872	71.87528	63.26482	73.17083	0.01221	71.87528	125.59737	73.17083	34.57581	71.87528	164.67918	73.17083	101.02466
72.04194	51.82012	73.3375	13.86882	72.04194	27.4126	73.3375	24.07228	72.04194	26.81233	73.3375	11.00282	72.04194	492.31998	73.3375	0.5864	72.04194	414.73558	73.3375	88.47155	72.04194	97.35148	73.3375	85.18992	72.04194	63.57469	73.3375	0.0123	72.04194	126.17279	73.3375	34.38833	72.04194	164.68029	73.3375	101.08931
72.20861	51.94172	73.50417	13.87945	72.20861	27.50994	73.50417	24.13094	72.20861	26.88235	73.50417	11.0237	72.20861	486.72157	73.50417	0.58973	72.20861	425.08027	73.50417	88.71825	72.20861	97.48965	73.50417	85.21938	72.20861	63.88366	73.50417	0.01239	72.20861	126.75366	73.50417	34.21316	72.20861	164.68136	73.50417	101.15396
72.37528	52.06134	73.67083	13.89007	72.37528	27.60759	73.67083	24.18891	72.37528	26.95219	73.67083	11.0444	72.37528	481.29653	73.67083	0.59308	72.37528	435.1451	73.67083	88.9644	72.37528	97.64666	73.67083	85.25685	72.37528	64.19236	73.67083	0.01248	72.37528	127.33337	73.67083	34.04943	72.37528	164.68212	73.67083	101.21748
72.54194	52.17866	73.8375	13.90068	72.54194	27.70536	73.8375	24.24633	72.54194	27.02167	73.8375	11.06491	72.54194	476.02922	73.8375	0.59645	72.54194	444.96148	73.8375	89.21101	72.54194	97.82112	73.8375	85.30158	72.54194	64.49972	73.8375	0.01257	72.54194	127.91193	73.8375	33.89668	72.54194	164.68242	73.8375	101.28047
72.70861	52.29448	74.00417	13.91117	72.70861	27.80363	74.00417	24.30325	72.70861	27.09097	74.00417	11.08519	72.70861	470.90508	74.00417	0.59984	72.70861	454.54589	74.00417	89.45808	72.70861	98.01213	74.00417	85.3537	72.70861	64.8068	74.00417	0.01267	72.70861	128.48976	74.00417	33.75456	72.70861	164.68333	74.00417	101.34305
72.87528	52.4083	74.17083	13.92158	72.87528	27.90184	74.17083	24.35968	72.87528	27.16027	74.17083	11.10537	72.87528	465.91151	74.17083	0.60325	72.87528	463.91849	74.17083	89.70469	72.87528	98.21866	74.17083	85.41313	72.87528	65.11352	74.17083	0.01276	72.87528	129.06611	74.17083	33.62211	72.87528	164.68294	74.17083	101.40521
72.95861	52.46506	74.3375	13.93196	72.95861	27.95113	74.3375	24.41548	72.95861	27.19483	74.3375	11.12533	72.95861	463.45971	74.3375	0.60668	72.95861	468.53186	74.3375	89.95222	72.95861	98.32743	74.3375	85.47919	72.95861	65.26638	74.3375	0.01285	72.95861	129.35287	74.3375	33.49897	72.95861	164.6831	74.3375	101.46655
73.12528	52.53728	74.50417	13.94233	73.12528	27.62282	74.50417	24.47098	73.12528	26.07372	74.50417	11.14519	73.12528	74.96486	74.50417	0.61013	73.12528	388.10299	74.50417	90.19966	73.12528	99.96729	74.50417	85.55191	73.12528	0.04711	74.50417	0.01294	73.12528	130.25678	74.50417	33.38469	73.12528	145.02634	74.50417	101.52778
73.20861	52.54373	74.67083	13.95259	73.20861	27.15326	74.67083	24.52591	73.20861	25.8174	74.67083	11.1649	73.20861	27.58567	74.67083	0.6136	73.20861	350.71913	74.67083	90.44719	73.20861	100.07752	74.67083	85.63079	73.20861	0.02399	74.67083	0.01303	73.20861	127.13528	74.67083	33.27877	73.20861	134.7552	74.67083	101.5886
73.37528	52.56303	74.8375	13.96285	73.37528	26.84308	74.8375	24.58048	73.37528	25.36722	74.8375	11.18448	73.37528	4.2927	74.8375	0.61708	73.37528	344.54429	74.8375	90.69508	73.37528	100.44007	74.8375	85.7159	73.37528	0.02385	74.8375	0.01313	73.37528	126.38841	74.8375	33.18082	73.37528	130.65671	74.8375	101.64858
73.54194	52.58	75.00417	13.973	73.54194	26.57514	75.00417	24.63467	73.54194	24.97644	75.00417	11.20392	73.54194	1.28073	75.00417	0.62059	73.54194	341.49024	75.00417	90.94335	73.54194	100.81222	75.00417	85.80678	73.54194	0.02384	75.00417	0.01322	73.54194	126.32481	75.00417	33.09037	73.54194	128.23582	75.00417	101.70825
73.70861	52.5944	75.17083	13.98322	73.70861	26.34346	75.17083	24.68843	73.70861	24.65064	75.17083	11.22318	73.70861	0.8913	75.17083	0.62411	73.70861	339.42081	75.17083	91.19171	73.70861	101.19914	75.17083	85.90307	73.70861	0.02385	75.17083	0.01331	73.70861	126.29033	75.17083	33.00702	73.70861	126.6212	75.17083	101.76762
73.87528	52.6059	75.3375	13.99326	73.87528	26.15566	75.3375	24.74188	73.87528	24.38946	75.3375	11.24235	73.87528	0.84133	75.3375	0.62765	73.87528	337.93959	75.3375	91.44034	73.87528	101.60406	75.3375	86.0048	73.87528	0.02388	75.3375	0.01341	73.87528	126.28115	75.3375	32.93053	73.87528	125.51943	75.3375	101.82677
74.04194	52.61492	75.50417	14.00328	74.04194	26.0134	75.50417	24.79489	74.04194	24.18768	75.50417	11.26141	74.04194	0.8359	75.50417	0.63121	74.04194	336.84617	75.50417	91.68953	74.04194	102.02814	75.50417	86.11211	74.04194	0.02393	75.50417	0.0135	74.04194	126.29393	75.50417	32.86032	74.04194	124.7612	75.50417	101.88541
74.20861	52.62183	75.67083	14.01338	74.20861	25.9141	75.67083	24.8476	74.20861	24.03756	75.67083	11.28035	74.20861	0.83689	75.67083	0.63478	74.20861	336.02214	75.67083	91.93862	74.20861	102.47017	75.67083	86.22424	74.20861	0.024	75.67083	0.0136	74.20861	126.32394	75.67083	32.79632	74.20861	124.24185	75.67083	101.94363
74.37528	52.6273	75.8375	14.02318	74.37528	25.85194	75.8375	24.89993	74.37528	23.9301	75.8375	11.29919	74.37528	0.83927	75.8375	0.63838	74.37528	335.39605	75.8375	92.18818	74.37528	102.92623	75.8375	86.34106	74.37528	0.02409	75.8375	0.01369	74.37528	126.36566	75.8375	32.73813	74.37528	123.89009	75.8375	102.00154
74.54194	52.63131	76.00417	14.03316	74.54194	25.82066	76.00417	24.95201	74.54194	23.85648	76.00417	11.31793	74.54194	0.84232	76.00417	0.64199	74.54194	334.91031	76.00417	92.43773	74.54194	103.3951	76.00417	86.46229	74.54194	0.0242	76.00417	0.01379	74.54194	126.41598	76.00417	32.68545	74.54194	123.65894	76.00417	102.05914
74.70861	52.63419	76.17083	14.04294	74.70861	25.81352	76.17083	25.00379	74.70861	23.80914	76.17083	11.33653	74.70861	0.84584	76.17083	0.64561	74.70861	334.53014	76.17083	92.68774	74.70861	103.87313	76.17083	86.58801	74.70861	0.02431	76.17083	0.01389	74.70861	126.47009	76.17083	32.63804	74.70861	123.51298	76.17083	102.11611
74.87528	52.63658	76.3375	14.05281	74.87528	25.82501	76.3375	25.05525	74.87528	23.78142	76.3375	11.35505	74.87528	0.84973	76.3375	0.64926	74.87528	334.22595	76.3375	92.93785	74.87528	104.35779	76.3375	86.71838	74.87528	0.02444	76.3375	0.01398	74.87528	126.52534	76.3375	32.59556	74.87528	123.42879	76.3375	102.1733
75.04194	52.63819	76.50417	14.06247	75.04194	25.85042	76.50417	25.10641	75.04194	23.76846	76.50417	11.37346	75.04194	0.85392	76.50417	0.65292	75.04194	333.97792	76.50417	93.18814	75.04194	104.84732	76.50417	86.85239	75.04194	0.02457	76.50417	0.01408	75.04194	126.57945	76.50417	32.55763	75.04194	123.38888	76.50417	102.22954
75.20861	52.63946	76.67083	14.07222	75.20861	25.88611	76.67083	25.15731	75.20861	23.7663	76.67083	11.39179	75.20861	0.85834	76.67083	0.6566	75.20861	333.7712	76.67083	93.43898	75.20861	105.33947	76.67083	86.9906	75.20861	0.02471	76.67083	0.01418	75.20861	126.63046	76.67083	32.52449	75.20861	123.38117	76.67083	102.2859
75.37528	52.64043	76.8375	14.08186	75.37528	25.92923	76.8375	25.20791	75.37528	23.77206	76.8375	11.41	75.37528	0.86293	76.8375	0.66029	75.37528	333.5948	76.8375	93.68973	75.37528	105.83338	76.8375	87.13286	75.37528	0.02485	76.8375	0.01427	75.37528	126.6768	76.8375	32.49543	75.37528	123.39548	76.8375	102.34204
75.54194	52.64127	77.00417	14.09149	75.54194	25.97755	77.00417	25.25826	75.54194	23.7834	77.00417	11.42813	75.54194	0.86768	77.00417	0.664	75.54194	333.4415	77.00417	93.94084	75.54194	106.32822	77.00417	87.27825	75.54194	0.02499	77.00417	0.01437	75.54194	126.71705	77.00417	32.4708	75.54194	123.42646	77.00417	102.39838
75.70861	52.64205	77.17083	14.10101	75.70861	26.02939	77.17083	25.30506	75.70861	23.7987	77.17083	11.44595	75.70861	0.87254	77.17083	0.66768	75.70861	333.30538	77.17083	94.18867	75.70861	106.82282	77.17083	87.22288	75.70861	0.02514	77.17083	0.01447	75.70861	126.75132	77.17083	32.45259	75.70861	123.46891	77.17083	102.47467
75.87528	52.64261	77.3375	14.11045	75.87528	26.08389	77.3375	25.34182	75.87528	23.81706	77.3375	11.46154	75.87528	0.87749	77.3375	0.67089	75.87528	333.18081	77.3375	94.39104	75.87528	107.31759	77.3375	85.23203	75.87528	0.02529	77.3375	0.01453	75.87528	126.77864	77.3375	32.4428	75.87528	123.51885	77.3375	102.58504
76.04194	52.64319	77.50417	14.12029	76.04194	26.14007	77.50417	25.36815	76.04194	23.83722	77.50417	11.47338	76.04194	0.88252	77.50417	0.67316	76.04194	333.06818	77.50417	94.50391	76.04194	107.81141	77.50417	79.66228	76.04194	0.02544	77.50417	0.01457	76.04194	126.79863	77.50417	32.47404	76.04194	123.57551	77.50417	102.70217
76.20861	52.64389	77.67083	14.13026	76.20861	26.19723	77.67083	25.38599	76.20861	23.859	77.67083	11.48222	76.20861	0.88763	77.67083	0.67436	76.20861	332.96239	77.67083	94.51102	76.20861	108.30423	77.67083	72.70442	76.20861	0.0256	77.67083	0.01456	76.20861	126.81109	77.67083	32.57408	76.20861	123.63612	77.67083	102.80863
76.37528	52.64427	77.8375	14.14092	76.37528	26.25495	77.8375	25.39565	76.37528	23.8815	77.8375	11.48904	76.37528	0.89279	77.8375	0.67458	76.37528	332.86381	77.8375	94.41442	76.37528	108.7962	77.8375	67.96569	76.37528	0.02575	77.8375	0.01452	76.37528	126.8159	77.8375	32.73957	76.37528	123.69947	77.8375	102.89045
76.54194	52.64491	78.00417	14.15205	76.54194	26.31316	78.00417	25.39868	76.54194	23.90472	78.00417	11.4946	76.54194	0.898	78.00417	0.674	76.54194	332.77034	78.00417	94.22414	76.54194	109.28669	78.00417	66.15818	76.54194	0.02591	78.00417	0.01445	76.54194	126.81296	78.00417	32.96117	76.54194	123.76505	78.00417	102.94678
76.70861	52.64543	78.17083	14.16396	76.70861	26.37144	78.17083	25.39756	76.70861	23.92848	78.17083	11.49919	76.70861	0.90326	78.17083	0.67279	76.70861	332.68063	78.17083	93.95545	76.70861	109.77598	78.17083	65.88787	76.70861	0.02606	78.17083	0.01437	76.70861	126.80186	78.17083	33.23752	76.70861	123.83215	78.17083	102.98584
76.87528	52.64603	78.3375	14.17661	76.87528	26.42977	78.3375	25.39396	76.87528	23.95242	78.3375	11.50312	76.87528	0.90856	78.3375	0.67114	76.87528	332.59448	78.3375	93.62183	76.87528	110.26345	78.3375	66.07535	76.87528	0.02622	78.3375	0.01427	76.87528	126.78367	78.3375	33.57207	76.87528	123.90016	78.3375	103.01206
77.04194	52.64662	78.50417	14.19	77.04194	26.48736	78.50417	25.38888	77.04194	23.97672	78.50417	11.50665	77.04194	0.91392	78.50417	0.66919	77.04194	332.51448	78.50417	93.23386	77.04194	110.73714	78.50417	66.36742	77.04194	0.02638	78.50417	0.01416	77.04194	126.75861	78.50417	33.96897	77.04194	123.96887	78.50417	103.0289
77.20861	52.64719	78.67083	14.20437	77.20861	26.53707	78.67083	25.3828	77.20861	24.00048	78.67083	11.50992	77.20861	0.91925	78.67083	0.66708	77.20861	332.43561	78.67083	92.80055	77.20861	110.19057	78.67083	66.69698	77.20861	0.02652	78.67083	0.01404	77.20861	126.73585	78.67083	34.43143	77.20861	124.03914	78.67083	103.03748
77.37528	52.64771	78.8375	14.21956	77.37528	26.5727	78.8375	25.37635	77.37528	24.02154	78.8375	11.5132	77.37528	0.92401	78.8375	0.66495	77.37528	332.24123	78.8375	92.33028	77.37528	104.11192	78.8375	67.05416	77.37528	0.02661	78.8375	0.01392	77.37528	126.69547	78.8375	34.96075	77.37528	124.10873	78.8375	103.03996
77.54194	52.64834	79.00417	14.23575	77.54194	26.59741	79.00417	25.36985	77.54194	24.03954	79.00417	11.51667	77.54194	0.92759	79.00417	0.66289	77.54194	331.83039	79.00417	91.82948	77.54194	91.11956	79.00417	67.43609	77.54194	0.02664	79.00417	0.01381	77.54194	126.61576	79.00417	35.55747	77.54194	124.17703	79.00417	103.03796
77.70861	52.64943	79.17083	14.25291	77.70861	26.61486	79.17083	25.36371	77.70861	24.05574	79.17083	11.5204	77.70861	0.92985	79.17083	0.661	77.70861	331.18051	79.17083	91.3044	77.70861	78.03706	79.17083	67.84168	77.70861	0.0266	79.17083	0.0137	77.70861	126.49557	79.17083	36.22142	77.70861	124.24412	79.17083	103.03211
77.87528	52.65076	79.3375	14.27103	77.87528	26.62673	79.3375	25.35807	77.87528	24.07104	79.3375	11.52459	77.87528	0.93104	79.3375	0.65935	77.87528	330.29061	79.3375	90.76001	77.87528	70.54043	79.3375	68.27046	77.87528	0.02651	79.3375	0.0136	77.87528	126.33969	79.3375	36.95176	77.87528	124.30864	79.3375	103.02352
78.04194	52.65273	79.50417	14.29026	78.04194	26.63495	79.50417	25.35324	78.04194	24.08544	79.50417	11.52918	78.04194	0.93146	79.50417	0.65802	78.04194	329.17809	79.50417	90.20128	78.04194	67.96681	79.50417	68.72203	78.04194	0.02638	79.50417	0.01351	78.04194	126.15437	79.50417	37.74813	78.04194	124.37091	79.50417	103.0128
78.20861	52.65512	79.67083	14.31052	78.20861	26.64112	79.67083	25.34934	78.20861	24.0993	79.67083	11.53435	78.20861	0.93137	79.67083	0.65705	78.20861	327.85749	79.67083	89.6318	78.20861	67.50144	79.67083	69.19582	78.20861	0.02621	79.67083	0.01343	78.20861	125.94745	79.67083	38.60908	78.20861	124.43261	79.67083	103.00048
78.37528	52.65782	79.8375	14.33189	78.37528	26.64618	79.8375	25.34637	78.37528	24.11226	79.8375	11.54005	78.37528	0.93097	79.8375	0.65649	78.37528	326.35062	79.8375	89.05533	78.37528	67.59122	79.8375	69.69167	78.37528	0.02602	79.8375	0.01337	78.37528	125.72857	79.8375	39.53355	78.37528	124.49443	79.8375	102.98748
78.54194	52.66133	80.00417	14.35428	78.54194	26.65068	80.00417	25.3447	78.54194	24.12486	80.00417	11.54646	78.54194	0.93047	80.00417	0.65636	78.54194	324.67783	80.00417	88.47519	78.54194	67.80604	80.00417	70.20961	78.54194	0.02581	80.00417	0.01331	78.54194	125.50692	80.00417	40.52044	78.54194	124.55676	80.00417	102.97399
78.70861	52.66544	80.17083	14.37777	78.70861	26.65482	80.17083	25.34428	78.70861	24.13692	80.17083	11.55354	78.70861	0.93002	80.17083	0.65668	78.70861	322.85571	80.17083	87.89378	78.70861	68.07054	80.17083	70.74915	78.70861	0.0256	80.17083	0.01327	78.70861	125.2922	80.17083	41.56794	78.70861	124.62041	80.17083	102.96033
78.87528	52.66996	80.3375	14.4024	78.87528	26.65907	80.3375	25.34515	78.87528	24.14862	80.3375	11.56133	78.87528	0.92981	80.3375	0.65746	78.87528	320.89623	80.3375	87.31394	78.87528	68.37645	80.3375	71.3103	78.87528	0.02539	80.3375	0.01325	78.87528	125.0911	80.3375	42.6745	78.87528	124.68514	80.3375	102.94731
79.04194	52.67547	80.50417	14.42804	79.04194	26.6637	80.50417	25.34745	79.04194	24.16032	80.50417	11.56984	79.04194	0.92995	80.50417	0.65868	79.04194	318.81807	80.50417	86.73742	79.04194	68.72353	80.50417	71.89313	79.04194	0.02518	80.50417	0.01324	79.04194	124.91104	80.50417	43.83847	79.04194	124.75085	80.50417	102.93484
79.20861	52.68139	80.67083	14.45487	79.20861	26.66883	80.67083	25.35106	79.20861	24.17202	80.67083	11.57908	79.20861	0.93056	80.67083	0.66033	79.20861	316.63037	80.67083	86.16704	79.20861	69.11219	80.67083	72.4971	79.20861	0.02499	80.67083	0.01325	79.20861	124.75776	80.67083	45.05756	79.20861	124.81941	80.67083	102.92312
79.37528	52.6883	80.8375	14.48271	79.37528	26.6747	80.8375	25.35603	79.37528	24.18354	80.8375	11.5891	79.37528	0.93174	80.8375	0.66238	79.37528	314.34406	80.8375	85.60377	79.37528	69.54388	80.8375	73.12292	79.37528	0.02481	80.8375	0.01327	79.37528	124.63654	80.8375	46.32936	79.37528	124.89008	80.8375	102.91286
79.54194	52.6959	81.00417	14.51165	79.54194	26.68144	81.00417	25.36248	79.54194	24.19524	81.00417	11.5999	79.54194	0.93358	81.00417	0.66479	79.54194	311.97178	81.00417	85.04949	79.54194	70.01907	81.00417	73.76955	79.54194	0.02465	81.00417	0.0133	79.54194	124.55206	81.00417	47.65155	79.54194	124.96327	81.00417	102.90395
79.70861	52.70419	81.17083	14.54161	79.70861	26.68924	81.17083	25.37024	79.70861	24.20712	81.17083	11.61135	79.70861	0.93612	81.17083	0.66753	79.70861	309.52088	81.17083	84.50606	79.70861	70.53903	81.17083	74.43763	79.70861	0.02451	81.17083	0.01334	79.70861	124.50806	81.17083	49.02122	79.70861	125.0392	81.17083	102.89641
79.87528	52.71337	81.3375	14.57259	79.87528	26.69809	81.3375	25.37949	79.87528	24.21936	81.3375	11.62361	79.87528	0.93943	81.3375	0.67054	79.87528	307.00086	81.3375	83.97495	79.87528	71.10418	81.3375	75.12687	79.87528	0.02439	81.3375	0.01339	79.87528	124.50816	81.3375	50.43502	79.87528	125.11848	81.3375	102.89146
80.04194	52.72334	81.50417	14.60453	80.04194	26.708	81.50417	25.38998	80.04194	24.23178	81.50417	11.63657	80.04194	0.94352	81.50417	0.67376	80.04194	304.41814	81.50417	83.45713	80.04194	71.71499	81.50417	75.83717	80.04194	0.0243	81.50417	0.01345	80.04194	124.55572	81.50417	51.88946	80.04194	125.19998	81.50417	102.88785
80.20861	52.7341	81.67083	14.63748	80.20861	26.71921	81.67083	25.40177	80.20861	24.24456	81.67083	11.65025	80.20861	0.94841	81.67083	0.67715	80.20861	301.78242	81.67083	82.95386	80.20861	72.37193	81.67083	76.56851	80.20861	0.02424	81.67083	0.01352	80.20861	124.65341	81.67083	53.38095	80.20861	125.28534	81.67083	102.88621
80.37528	52.74564	81.8375	14.67123	80.37528	26.73159	81.8375	25.41474	80.37528	24.25752	81.8375	11.6646	80.37528	0.95409	81.8375	0.68064	80.37528	299.10151	81.8375	82.46672	80.37528	73.07512	81.8375	77.32018	80.37528	0.0242	81.8375	0.0136	80.37528	124.80296	81.8375	54.90497	80.37528	125.37406	81.8375	102.88726
80.54194	52.75817	82.00417	14.706	80.54194	26.74522	82.00417	25.42882	80.54194	24.27084	82.00417	11.67959	80.54194	0.96053	82.00417	0.68418	80.54194	296.38084	82.00417	81.99615	80.54194	73.82533	82.00417	78.09254	80.54194	0.02419	82.00417	0.01368	80.54194	125.00725	82.00417	56.45756	80.54194	125.46613	82.00417	102.8909
80.70861	52.77157	82.17083	14.74149	80.70861	26.76009	82.17083	25.44408	80.70861	24.28452	82.17083	11.69525	80.70861	0.96771	82.17083	0.68771	80.70861	293.62825	82.17083	81.54409	80.70861	74.62199	82.17083	78.88555	80.70861	0.02421	82.17083	0.01376	80.70861	125.26677	82.17083	58.03356	80.70861	125.56154	82.17083	102.89638
80.87528	52.78577	82.3375	14.77784	80.87528	26.77621	82.3375	25.46021	80.87528	24.29874	82.3375	11.71149	80.87528	0.97556	82.3375	0.69118	80.87528	290.85081	82.3375	81.11102	80.87528	75.46489	82.3375	79.69846	80.87528	0.02425	82.3375	0.01384	80.87528	125.5824	82.3375	59.62807	80.87528	125.66093	82.3375	102.90434
81.04194	52.80093	82.50417	14.81492	81.04194	26.79343	82.50417	25.47746	81.04194	24.31314	82.50417	11.72832	81.04194	0.98403	82.50417	0.69454	81.04194	288.05452	82.50417	80.69776	81.04194	76.35403	82.50417	80.53167	81.04194	0.02432	82.50417	0.01392	81.04194	125.95546	82.50417	61.23546	81.04194	125.76429	82.50417	102.91518
81.20861	52.81669	82.67083	14.85269	81.20861	26.81197	82.67083	25.49539	81.20861	24.32808	82.67083	11.74567	81.20861	0.99304	82.67083	0.69775	81.20861	285.24564	82.67083	80.3054	81.20861	77.28943	82.67083	81.38432	81.20861	0.0244	82.67083	0.014	81.20861	126.38499	82.67083	62.85051	81.20861	125.87088	82.67083	102.92839
81.37528	52.83352	82.8375	14.89103	81.37528	26.83168	82.8375	25.51424	81.37528	24.34338	82.8375	11.76349	81.37528	1.00251	82.8375	0.70076	81.37528	282.43024	82.8375	79.93506	81.37528	78.26999	82.8375	82.25624	81.37528	0.02451	82.8375	0.01408	81.37528	126.87127	82.8375	64.46713	81.37528	125.98217	82.8375	102.94427
81.54194	52.85122	83.00417	14.92991	81.54194	26.85232	83.00417	25.53378	81.54194	24.35904	83.00417	11.78176	81.54194	1.01235	83.00417	0.70356	81.54194	279.61531	83.00417	79.5865	81.54194	79.29529	83.00417	83.14761	81.54194	0.02463	83.00417	0.01416	81.54194	127.41205	83.00417	66.07938	81.54194	126.09638	83.00417	102.96262
81.70861	52.8699	83.17083	14.96939	81.70861	26.87407	83.17083	25.55388	81.70861	24.37524	83.17083	11.80048	81.70861	1.02245	83.17083	0.7061	81.70861	276.80612	83.17083	79.26123	81.70861	80.36466	83.17083	84.0575	81.70861	0.02477	83.17083	0.01423	81.70861	128.00719	83.17083	67.6811	81.70861	126.21486	83.17083	102.98312
81.87528	52.88926	83.3375	15.00943	81.87528	26.89682	83.3375	25.5746	81.87528	24.3918	83.3375	11.81959	81.87528	1.03274	83.3375	0.70836	81.87528	274.00763	83.3375	78.95883	81.87528	81.47753	83.3375	84.98542	81.87528	0.02492	83.3375	0.01429	81.87528	128.65364	83.3375	69.26622	81.87528	126.33772	83.3375	103.00638
82.04194	52.90949	83.50417	15.04984	82.04194	26.92038	83.50417	25.59568	82.04194	24.40872	83.50417	11.83905	82.04194	1.0431	83.50417	0.71033	82.04194	271.22894	83.50417	78.68036	82.04194	82.6323	83.50417	85.93113	82.04194	0.02508	83.50417	0.01435	82.04194	129.34883	83.50417	70.82831	82.04194	126.46339	83.50417	103.03232
82.20861	52.9305	83.67083	15.09058	82.20861	26.94474	83.67083	25.61739	82.20861	24.426	83.67083	11.85882	82.20861	1.05344	83.67083	0.712	82.20861	268.47053	83.67083	78.4256	82.20861	83.82881	83.67083	86.89378	82.20861	0.02524	83.67083	0.0144	82.20861	130.08994	83.67083	72.36143	82.20861	126.59416	83.67083	103.0604
82.37528	52.95219	83.8375	15.13151	82.37528	26.96991	83.8375	25.63935	82.37528	24.44364	83.8375	11.87887	82.37528	1.06368	83.8375	0.71335	82.37528	265.74105	83.8375	78.19495	82.37528	85.065	83.8375	87.87285	82.37528	0.02541	83.8375	0.01445	82.37528	130.87298	83.8375	73.85951	82.37528	126.72753	83.8375	103.09126
82.54194	52.97484	84.00417	15.17283	82.54194	26.99576	84.00417	25.66167	82.54194	24.46182	84.00417	11.89915	82.54194	1.07371	84.00417	0.7144	82.54194	263.04482	84.00417	77.9882	82.54194	86.34049	84.00417	88.86757	82.54194	0.02557	84.00417	0.01448	82.54194	131.69332	84.00417	75.31637	82.54194	126.86568	84.00417	103.12446
82.70861	52.99798	84.17083	15.2144	82.70861	27.02199	84.17083	25.68425	82.70861	24.48018	84.17083	11.91966	82.70861	1.08347	84.17083	0.71512	82.70861	260.38599	84.17083	77.80487	82.70861	87.6534	84.17083	89.87757	82.70861	0.02573	84.17083	0.01451	82.70861	132.54725	84.17083	76.72596	82.70861	127.00685	84.17083	103.15929
82.87528	53.02189	84.3375	15.25601	82.87528	27.04883	84.3375	25.70695	82.87528	24.49908	84.3375	11.94036	82.87528	1.09288	84.3375	0.71554	82.87528	257.76861	84.3375	77.64528	82.87528	89.00269	84.3375	90.90076	82.87528	0.02589	84.3375	0.01453	82.87528	133.42829	84.3375	78.08323	82.87528	127.15227	84.3375	103.1972
83.04194	53.04657	84.50417	15.29764	83.04194	27.07611	84.50417	25.72996	83.04194	24.51816	84.50417	11.96118	83.04194	1.10187	84.50417	0.71566	83.04194	255.1959	84.50417	77.50882	83.04194	90.38677	84.50417	91.93715	83.04194	0.02604	84.50417	0.01455	83.04194	134.33137	84.50417	79.3825	83.04194	127.30071	84.50417	103.23715
83.10861	53.05662	84.67083	15.33938	83.10861	27.08708	84.67083	25.75296	83.10861	24.5259	84.67083	11.98219	83.10861	1.10535	84.67083	0.71547	83.10861	254.18096	84.67083	77.39508	83.10861	90.94962	84.67083	92.98545	83.10861	0.0261	84.67083	0.01455	83.10861	134.69768	84.67083	80.61907	83.10861	127.36162	84.67083	103.27913
83.27528	53.05493	84.8375	15.38108	83.27528	29.50421	84.8375	25.77609	83.27528	25.9371	84.8375	12.00321	83.27528	2.29484	84.8375	0.715	83.27528	320.17897	84.8375	77.30325	83.27528	96.12926	84.8375	94.04479	83.27528	0.15822	84.8375	0.01455	83.27528	148.66085	84.8375	81.78767	83.27528	156.47192	84.8375	103.32358
83.35861	54.26272	85.00417	15.42257	83.35861	29.95568	85.00417	25.79935	83.35861	28.93838	85.00417	12.02436	83.35861	234.40982	85.00417	0.71426	83.35861	343.8666	85.00417	77.23293	83.35861	99.02937	85.00417	95.11232	83.35861	70.31385	85.00417	0.01454	83.35861	148.48547	85.00417	82.88473	83.35861	168.14073	85.00417	103.37005
